Run Date,Drop Location,Pickup Location,Primary Destinatiion,Secondary Destination,Vehicle Type,Event Type,Overnight,Tip Grade,Customer Type,Guide,Trip Issues,Payment Type
11/25/2013,Lancaster,Lancaster,Dutch Wonderland,None,Town Car,Wedding,Yes,Medium,Existing,Yes,Maintenance,Cash
4/10/2015,Jesus Power and Love Ministries,Jesus Power and Love Ministries,Private Residence,Beaver Falls,Church Bus,Corporate,No,None,Existing,No,None,Check
1/17/2013,Latrobe,Latrobe,Betsy Ross House,None,Town Car,Travel/Airport,Yes,Medium,New,Yes,Health Related,Other
1/28/2014,Lancaster,Lancaster,Betsy Ross House,Lancaster,Mini Bus,Tour,No,Small,Existing,Yes,Personal,Invoiced
10/20/2015,Latrobe,Latrobe,Pennsylvania State Capitol,Latrobe,Limo Bus,Holiday,No,Medium,Referral,No,Accident,Credit
5/22/2014,Butler,Butler,Brandywine River Museum,None,Town Car,Holiday,Yes,Medium,Referral,No,Maintenance,Other
10/24/2014,Hermitage,Hermitage,HersThe Liberty Bell Centerheypark,Hermitage,Mini Bus,Private,No,None,Referral,No,Personal,Credit
1/27/2013,Monongahela,Monongahela,City Hall,Monongahela,Shuttle Bus,Corporate,No,Medium,Referral,No,Maintenance,Other
11/1/2015,Bethlehem,Bethlehem,Brandywine River Museum,Bethlehem,Town Car,Travel/Airport,No,None,Referral,Yes,None,Invoiced
3/8/2015,Johnstown,Johnstown,Fairmount Park,Johnstown,Van - Full Size,Corporate,No,Small,Referral,Yes,Maintenance,Invoiced
1/31/2015,Lebanon,Lebanon,Philadelphia Museum of Art,Lebanon,Van - Mini,Corporate,No,Large,New,Yes,Maintenance,Other
3/24/2015,Carbondale,Carbondale,Philadelphia Museum of Art,Carbondale,Town Car,Funeral,No,Large,Existing,Yes,Maintenance,Personal Credit Card
8/8/2014,Latrobe,Latrobe,Knoebels Amusement Resort,None,Limo,Tour,Yes,Large,Existing,Yes,None,Invoiced
1/26/2015,Coatesville,Coatesville,Waldameer & Water World,None,Town Car,College,Yes,Medium,Referral,Yes,Accident,Cash
8/13/2013,Harrisburg,Harrisburg,Pennsylvania State Capitol,Harrisburg,Town Car,Corporate,No,Medium,New,No,Health Related,Credit
3/15/2014,Carbondale,Carbondale,Independence Hall,None,Mini Bus,College,Yes,Medium,Referral,Yes,Accident,Other
1/20/2013,Hermitage,Hermitage,The Franklin Institute,Hermitage,Limo Bus,Private,No,Large,Existing,No,Accident,Cash
2/25/2015,Farrell,Farrell,Knoebels Amusement Resort,Farrell,Limo Bus,Corporate,No,None,Referral,No,Personal,Invoiced
2/26/2014,Friendship UAME Church,Friendship UAME Church,Private Residence,None,Church Bus,Private,Yes,Small,Referral,Yes,None,Check
11/23/2014,"Phoenixville Area High School, Phoenixville","Phoenixville Area High School, Phoenixville","Phoenixville Area High School, Phoenixville",None,School Bus,Corporate,Yes,None,Referral,No,Maintenance,Cash
2/22/2014,Chester,Chester,City Hall,None,Shuttle Bus,Travel/Airport,Yes,Medium,Referral,Yes,None,Cash
2/3/2015,Meadville,Meadville,Philadelphia Museum of Art,Meadville,Mini Bus,Birthday,No,Large,Existing,Yes,Maintenance,Credit
1/26/2015,Chester,Chester,Knoebels Amusement Resort,None,Town Car,Travel/Airport,Yes,Large,Existing,No,Personal,Cash
1/16/2014,Coatesville,Coatesville,Eastern State Penitentiary,None,Limo Bus,Athletic,Yes,None,New,Yes,Maintenance,Credit
2/28/2015,Coatesville,Coatesville,The Franklin Institute,None,Van - Mini,Tour,Yes,Large,New,Yes,Health Related,Invoiced
2/27/2014,Arnold,Arnold,Sesame Place,Arnold,Town Car,Private,No,Large,Referral,Yes,Maintenance,Personal Credit Card
9/4/2015,Aliquippa,Aliquippa,Waldameer & Water World,Aliquippa,Mini Bus,Corporate,No,Large,Existing,No,Personal,Cash
10/8/2014,Chester Church Of God In Christ,Chester Church Of God In Christ,Private Residence,Lancaster,Church Bus,Corporate,No,Small,New,No,None,Check
2/15/2014,Nanticoke,Nanticoke,Knoebels Amusement Resort,Nanticoke,Limo,College,No,Large,Referral,No,Personal,Invoiced
11/24/2014,Lebanon,Lebanon,Eastern State Penitentiary,None,Van - Full Size,Wedding,Yes,Large,New,No,Accident,Invoiced
11/1/2013,Duquesne,Duquesne,Philadelphia Museum of Art,Duquesne,Limo Bus,Corporate,No,Small,Referral,Yes,Health Related,Personal Credit Card
11/17/2013,True Vine Msgb Church,True Vine Msgb Church,Private Residence,None,Church Bus,College,Yes,Small,Existing,Yes,None,Check
9/22/2014,Clairton,Clairton,Dorney Park,None,Van - Full Size,Birthday,Yes,None,New,Yes,Personal,Credit
5/16/2014,Johnstown,Johnstown,Fairmount Park,Johnstown,Wheelchair Bus,Wedding,No,None,Existing,No,None,Personal Credit Card
2/15/2013,Aliquippa,Aliquippa,Pennsylvania State Capitol,Aliquippa,Town Car,Tour,No,Medium,Referral,Yes,Health Related,Credit
9/30/2014,Northampton,Northampton,Knoebels Amusement Resort,Northampton,Town Car,Travel/Airport,No,Large,New,Yes,Health Related,Other
2/9/2015,Lock Haven,Lock Haven,HersThe Liberty Bell Centerheypark,Lock Haven,Shuttle Bus,Athletic,No,Medium,Existing,No,Accident,Personal Credit Card
9/1/2015,"The Phelps School, Malvern","The Phelps School, Malvern","The Phelps School, Malvern",Duquesne,School Bus,Corporate,No,Large,Referral,No,Maintenance,Other
6/19/2013,Monessen,Monessen,Eastern State Penitentiary,Monessen,Van - Mini,Corporate,No,Medium,Existing,No,Accident,Invoiced
1/27/2014,Monongahela,Monongahela,Brandywine River Museum,Monongahela,Limo Bus,Birthday,No,Small,Existing,Yes,Maintenance,Cash
7/27/2014,Greensburg,Greensburg,Kennywood Park,Greensburg,Town Car,Holiday,No,Large,Referral,No,None,Invoiced
3/12/2015,Lower Burrell,Lower Burrell,Philadelphia Museum of Art,Lower Burrell,Town Car,Wedding,No,Large,Existing,Yes,Health Related,Cash
9/25/2014,Bethlehem,Bethlehem,King of Prussia Shopping Mall,None,Shuttle Bus,Athletic,Yes,None,Referral,No,None,Other
4/17/2013,Pure Word Deliverance Church Of Jesus Christ,Pure Word Deliverance Church Of Jesus Christ,Private Residence,Harrisburg,Church Bus,Travel/Airport,No,Small,Referral,No,None,Check
6/14/2013,Lock Haven,Lock Haven,Fairmount Park,None,Wheelchair Bus,Funeral,Yes,None,Referral,Yes,Health Related,Invoiced
9/4/2014,Lower Burrell,Lower Burrell,Eastern State Penitentiary,None,Wheelchair Bus,Corporate,Yes,Medium,Referral,Yes,Health Related,Invoiced
6/27/2013,Bethlehem,Bethlehem,Lost River Caverns,Bethlehem,Limo,Funeral,No,Large,Existing,Yes,Health Related,Invoiced
2/23/2014,Farrell,Farrell,Fairmount Park,None,Van - Full Size,Funeral,Yes,Medium,New,No,Personal,Credit
9/7/2015,"Center for Arts and Technology: Pickering, Phoenixville","Center for Arts and Technology: Pickering, Phoenixville","Center for Arts and Technology: Pickering, Phoenixville",Clairton,School Bus,Private,No,Small,Existing,No,Health Related,Cash
11/15/2014,"West Chester East High School, West Chester (West Goshen Twp.)","West Chester East High School, West Chester (West Goshen Twp.)","West Chester East High School, West Chester (West Goshen Twp.)",Chester,School Bus,Athletic,No,None,Existing,No,Maintenance,Invoiced
9/28/2013,Hermitage,Hermitage,Brandywine River Museum,Hermitage,Limo Bus,Corporate,No,Large,Referral,No,Maintenance,Invoiced
6/10/2015,Chester,Chester,Betsy Ross House,None,Van - Mini,Birthday,Yes,None,New,No,None,Other
2/20/2013,Aliquippa,Aliquippa,Pennsylvania State Capitol,Aliquippa,Mini Bus,Private,No,None,Referral,No,Health Related,Cash
4/19/2013,Arnold,Arnold,King of Prussia Shopping Mall,Arnold,Wheelchair Bus,Funeral,No,Large,Referral,No,Health Related,Other
1/5/2014,Greensburg,Greensburg,Dutch Wonderland,Greensburg,Van - Mini,Corporate,No,Small,New,No,Health Related,Cash
6/29/2013,Allentown,Allentown,Brandywine River Museum,None,Town Car,Tour,Yes,Small,Referral,Yes,Personal,Credit
7/19/2015,Lancaster,Lancaster,The Franklin Institute,None,Limo,Travel/Airport,Yes,Large,Existing,Yes,None,Invoiced
7/3/2014,Harrisburg,Harrisburg,Brandywine River Museum,None,Van - Mini,Private,Yes,Medium,Referral,No,Personal,Cash
2/15/2013,Northampton,Northampton,Sesame Place,Northampton,Limo,Corporate,No,Large,New,Yes,Accident,Invoiced
3/24/2014,Harrisburg,Harrisburg,The National Civil War Museum,Harrisburg,Van - Full Size,Tour,No,None,New,Yes,Health Related,Credit
3/23/2015,Jeannette,Jeannette,Pennsylvania State Capitol,Jeannette,Van - Mini,Corporate,No,Large,Referral,No,Accident,Other
4/30/2014,Latrobe,Latrobe,Philadelphia Museum of Art,Latrobe,Van - Mini,Travel/Airport,No,Large,Referral,No,Personal,Personal Credit Card
3/17/2013,"West Chester Henderson High School, West Chester","West Chester Henderson High School, West Chester","West Chester Henderson High School, West Chester",None,School Bus,Athletic,Yes,Medium,Referral,Yes,None,Cash
11/3/2013,Harrisburg,Harrisburg,Knoebels Amusement Resort,Harrisburg,Limo Bus,Funeral,No,None,New,Yes,None,Credit
10/9/2015,Monessen,Monessen,Gettysburg National Military Park,Monessen,Town Car,Funeral,No,None,New,Yes,None,Personal Credit Card
3/10/2013,Whiterock Baptist Church,Whiterock Baptist Church,Private Residence,None,Church Bus,Travel/Airport,Yes,Large,Existing,Yes,None,Check
4/8/2013,Butler,Butler,The Franklin Institute,None,Wheelchair Bus,Wedding,Yes,Small,New,No,Health Related,Credit
2/6/2015,Aliquippa,Aliquippa,Lost River Caverns,Aliquippa,Town Car,Wedding,No,Large,Referral,Yes,Maintenance,Cash
4/14/2014,Clairton,Clairton,Fairmount Park,None,Limo Bus,Athletic,Yes,Large,Referral,Yes,Health Related,Cash
9/30/2013,Meadville,Meadville,Philadelphia Zoo,None,Town Car,Tour,Yes,Small,Referral,Yes,Accident,Cash
1/27/2015,Clairton,Clairton,Dutch Wonderland,None,Van - Full Size,Birthday,Yes,Small,Referral,Yes,None,Cash
9/8/2015,Carbondale,Carbondale,Betsy Ross House,None,Limo Bus,College,Yes,Large,Existing,Yes,Personal,Invoiced
1/27/2014,Monessen,Monessen,Gettysburg National Military Park,Monessen,Wheelchair Bus,Tour,No,None,Existing,Yes,Health Related,Cash
4/11/2014,Allentown,Allentown,Philadelphia Museum of Art,None,Town Car,Private,Yes,Medium,Referral,Yes,Personal,Credit
3/4/2013,DuBois,DuBois,King of Prussia Shopping Mall,None,Van - Full Size,Corporate,Yes,Large,Existing,No,Accident,Cash
12/15/2013,Latrobe,Latrobe,Knoebels Amusement Resort,Latrobe,Van - Mini,Holiday,No,Medium,New,Yes,Accident,Other
4/12/2014,Hazleton,Hazleton,Crystal Cave Park,None,Van - Mini,Tour,Yes,Small,Existing,Yes,Health Related,Other
2/6/2014,"Bishop Shanahan High School, Downingtown","Bishop Shanahan High School, Downingtown","Bishop Shanahan High School, Downingtown",Altoona,School Bus,Private,No,Small,Referral,No,None,Other
7/28/2013,Allentown,Allentown,The Barnes Foundation,None,Limo,Travel/Airport,Yes,Large,New,Yes,Health Related,Invoiced
7/19/2013,Farrell,Farrell,Please Touch Museum,Farrell,Shuttle Bus,Corporate,No,None,Referral,No,Health Related,Credit
4/20/2014,Franklin,Franklin,Philadelphia Museum of Art,Franklin,Mini Bus,Birthday,No,None,New,No,Maintenance,Cash
8/32/2015,Downingtown High School,Downingtown High School,Downingtown High School,None,School Bus,Tour,Yes,None,Existing,Yes,Accident,Cash
2/7/2014,Aliquippa,Aliquippa,Kennywood Park,Aliquippa,Limo Bus,Athletic,No,Small,Existing,Yes,None,Credit
2/15/2013,Corry,Corry,Gettysburg National Military Park,None,Van - Mini,Birthday,Yes,Small,Referral,No,Personal,Other
11/3/2015,Latrobe,Latrobe,Brandywine River Museum,None,Limo,Private,Yes,Large,New,No,Health Related,Invoiced
1/22/2013,Hazleton,Hazleton,Sesame Place,None,Limo Bus,Travel/Airport,Yes,Large,New,Yes,Accident,Invoiced
5/2/2013,Corry,Corry,Brandywine River Museum,Corry,Van - Mini,College,No,Small,Referral,Yes,Maintenance,Invoiced
7/7/2014,Arnold,Arnold,Fairmount Park,Arnold,Limo,Tour,No,Large,Referral,Yes,Accident,Invoiced
8/3/2014,Arnold,Arnold,Fairmount Park,None,Shuttle Bus,Tour,Yes,None,New,Yes,Personal,Cash
7/11/2013,"West-Mont Christian Academy, Pottstown","West-Mont Christian Academy, Pottstown","West-Mont Christian Academy, Pottstown",Franklin,School Bus,Athletic,No,Medium,Referral,No,Maintenance,Personal Credit Card
6/9/2013,Lower Burrell,Lower Burrell,Philadelphia Zoo,Lower Burrell,Shuttle Bus,Birthday,No,None,New,No,Personal,Other
4/23/2014,"Coventry Christian Schools, Pottstown","Coventry Christian Schools, Pottstown","Coventry Christian Schools, Pottstown",None,School Bus,Holiday,Yes,Large,Referral,Yes,Accident,Other
4/26/2013,Duquesne,Duquesne,Crystal Cave Park,Duquesne,Mini Bus,Birthday,No,Small,New,No,None,Credit
3/18/2013,Franklin,Franklin,The Barnes Foundation,None,Van - Mini,Travel/Airport,Yes,Small,Existing,Yes,Personal,Other
1/29/2015,Love of God Ministries Ch,Love of God Ministries Ch,Private Residence,Hazleton,Church Bus,Holiday,No,Large,Existing,No,None,Check
2/1/2015,Carbondale,Carbondale,Waldameer & Water World,Carbondale,Town Car,Birthday,No,None,Existing,Yes,Maintenance,Personal Credit Card
1/25/2015,Aliquippa,Aliquippa,Carnegie Museum of Natural History,Aliquippa,Town Car,Travel/Airport,No,Small,Referral,No,Health Related,Personal Credit Card
8/24/2013,"The Phelps School, Malvern","The Phelps School, Malvern","The Phelps School, Malvern",Hermitage,School Bus,Corporate,No,Large,Existing,Yes,Maintenance,Invoiced
7/15/2015,Franklin,Franklin,HersThe Liberty Bell Centerheypark,None,Town Car,Athletic,Yes,Medium,Existing,Yes,None,Credit
1/4/2015,Chester,Chester,Lost River Caverns,Chester,Limo,Travel/Airport,No,Large,New,Yes,Accident,Invoiced
5/7/2014,Butler,Butler,Brandywine River Museum,None,Limo,Corporate,Yes,Large,Existing,No,Health Related,Invoiced
6/20/2013,Monongahela,Monongahela,Brandywine River Museum,None,Mini Bus,College,Yes,Medium,Referral,Yes,Personal,Other
10/15/2014,DuBois,DuBois,Crystal Cave Park,DuBois,Wheelchair Bus,Holiday,No,Small,Existing,No,Personal,Cash
6/5/2015,Saint Lukes Christian Church,Saint Lukes Christian Church,Private Residence,None,Church Bus,Wedding,Yes,Small,New,No,None,Check
2/14/2015,McKeesport,McKeesport,Dutch Wonderland,None,Limo Bus,Travel/Airport,Yes,Small,New,Yes,Health Related,Personal Credit Card
2/12/2014,Bethlehem,Bethlehem,Brandywine River Museum,None,Mini Bus,Birthday,Yes,Small,Referral,No,Personal,Credit
4/10/2015,Murphy Ame Church,Murphy Ame Church,Private Residence,None,Church Bus,Corporate,Yes,Medium,New,No,None,Check
9/29/2013,Altoona,Altoona,Carnegie Museum of Natural History,None,Limo Bus,Funeral,Yes,Small,Referral,No,Accident,Invoiced
11/4/2013,Holy Church Of The Lord Jesus,Holy Church Of The Lord Jesus,Private Residence,None,Church Bus,Funeral,Yes,None,New,Yes,None,Check
8/6/2014,Beaver Falls,Beaver Falls,Eastern State Penitentiary,None,Town Car,Corporate,Yes,None,Existing,No,Personal,Invoiced
7/23/2014,Carbondale,Carbondale,Waldameer & Water World,Carbondale,Wheelchair Bus,College,No,Small,New,No,Personal,Cash
2/28/2014,Saint Lukes Christian Church,Saint Lukes Christian Church,Private Residence,Arnold,Church Bus,Travel/Airport,No,None,Existing,No,None,Check
6/18/2013,Anointed Full Gospel Methodist Church,Anointed Full Gospel Methodist Church,Private Residence,None,Church Bus,Private,Yes,Small,Referral,No,None,Check
6/14/2013,Hermitage,Hermitage,Philadelphia Museum of Art,None,Van - Full Size,Private,Yes,None,New,No,Accident,Personal Credit Card
3/11/2013,DuBois,DuBois,Kennywood Park,DuBois,Town Car,Tour,No,Medium,Existing,Yes,Personal,Cash
1/24/2013,Lancaster,Lancaster,The National Civil War Museum,None,Limo,Funeral,Yes,Large,New,No,Health Related,Invoiced
1/26/2013,Latrobe,Latrobe,Please Touch Museum,None,Limo,Athletic,Yes,Large,Existing,No,Maintenance,Invoiced
2/29/2013,Monongahela,Monongahela,Pennsylvania State Capitol,Monongahela,Mini Bus,Funeral,No,Small,Existing,No,Personal,Invoiced
6/10/2013,Bethlehem,Bethlehem,Dutch Wonderland,None,Limo Bus,Travel/Airport,Yes,Medium,Referral,Yes,Accident,Other
6/32/2015,Corry,Corry,King of Prussia Shopping Mall,Corry,Wheelchair Bus,Holiday,No,Large,Existing,No,Health Related,Invoiced
2/16/2015,Arnold,Arnold,Please Touch Museum,None,Town Car,Corporate,Yes,Large,New,Yes,Accident,Credit
1/9/2014,Easton,Easton,Lost River Caverns,Easton,Town Car,Tour,No,Large,Referral,Yes,None,Credit
7/15/2015,Hazleton,Hazleton,Brandywine River Museum,Hazleton,Limo,Funeral,No,Large,Existing,Yes,None,Invoiced
11/20/2014,McKeesport,McKeesport,Crystal Cave Park,McKeesport,Town Car,Corporate,No,None,New,Yes,Maintenance,Other
7/15/2013,Greensburg,Greensburg,Waldameer & Water World,Greensburg,Mini Bus,Athletic,No,None,Referral,Yes,Health Related,Cash
3/21/2014,Beaver Falls,Beaver Falls,The Franklin Institute,None,Van - Mini,Funeral,Yes,Medium,New,Yes,Health Related,Cash
1/14/2013,Altoona,Altoona,Kennywood Park,None,Mini Bus,Birthday,Yes,Large,Referral,Yes,Health Related,Other
2/8/2014,Bethlehem,Bethlehem,Lost River Caverns,Bethlehem,Limo Bus,Private,No,Large,New,Yes,Health Related,Other
3/10/2013,Monessen,Monessen,Kennywood Park,Monessen,Van - Mini,Tour,No,None,Existing,Yes,Health Related,Other
9/7/2013,Aliquippa,Aliquippa,Independence Hall,None,Mini Bus,Corporate,Yes,Small,Existing,No,Personal,Other
4/2/2015,"Downingtown West High School, Downingtown","Downingtown West High School, Downingtown","Downingtown West High School, Downingtown",Chester,School Bus,Athletic,No,Small,Existing,Yes,Health Related,Personal Credit Card
5/21/2014,Johnstown,Johnstown,Please Touch Museum,Johnstown,Van - Full Size,Athletic,No,Medium,New,No,None,Credit
4/25/2014,Johnstown,Johnstown,Independence Hall,Johnstown,Limo,Tour,No,Large,Existing,Yes,Maintenance,Invoiced
9/3/2014,Chester's Refuge In Christ Church,Chester's Refuge In Christ Church,Private Residence,None,Church Bus,Travel/Airport,Yes,None,Referral,Yes,None,Check
10/5/2014,"Octorara High School, Atglen","Octorara High School, Atglen","Octorara High School, Atglen",None,School Bus,Funeral,Yes,Small,Existing,Yes,None,Credit
1/26/2014,Carbondale,Carbondale,Sesame Place,Carbondale,Shuttle Bus,College,No,None,Referral,Yes,Personal,Invoiced
1/32/2014,Clairton,Clairton,Philadelphia Zoo,None,Town Car,Wedding,Yes,None,Existing,Yes,Health Related,Personal Credit Card
9/30/2013,Arnold,Arnold,Waldameer & Water World,None,Wheelchair Bus,Travel/Airport,Yes,Large,Existing,No,Health Related,Credit
1/12/2013,Harrisburg,Harrisburg,Lost River Caverns,Harrisburg,Town Car,Private,No,Small,New,No,Health Related,Credit
8/4/2015,Harrisburg,Harrisburg,Lost River Caverns,Harrisburg,Limo Bus,College,No,None,New,Yes,None,Cash
2/27/2013,McKeesport,McKeesport,Eastern State Penitentiary,McKeesport,Van - Mini,Travel/Airport,No,Medium,Existing,No,Personal,Personal Credit Card
8/17/2015,"Oxford Area High School, Oxford","Oxford Area High School, Oxford","Oxford Area High School, Oxford",Lancaster,School Bus,Tour,No,Small,Existing,Yes,Personal,Credit
9/30/2015,"Unionville High School, Kennett Square","Unionville High School, Kennett Square","Unionville High School, Kennett Square",Jeannette,School Bus,Private,No,Medium,New,Yes,None,Other
7/15/2015,Meadville,Meadville,Kennywood Park,Meadville,Limo Bus,Corporate,No,Small,Referral,No,Health Related,Other
10/20/2014,Bradford,Bradford,Pennsylvania State Capitol,Bradford,Shuttle Bus,Birthday,No,Medium,New,No,Health Related,Cash
8/15/2015,Franklin,Franklin,Kennywood Park,Franklin,Town Car,Wedding,No,None,New,No,Maintenance,Cash
1/25/2015,Farrell,Farrell,Brandywine River Museum,None,Wheelchair Bus,Tour,Yes,Large,Existing,Yes,Health Related,Cash
6/25/2015,Lebanon,Lebanon,Please Touch Museum,None,Van - Mini,Private,Yes,Small,Existing,Yes,Maintenance,Cash
6/3/2013,Altoona,Altoona,Lost River Caverns,None,Van - Mini,Birthday,Yes,Medium,Existing,No,Health Related,Cash
9/19/2013,Hazleton,Hazleton,King of Prussia Shopping Mall,None,Town Car,Corporate,Yes,Small,New,No,None,Credit
