CoinIn,Age,Type,Theme,Location,Month,Day,Denomination,Event,Weather,Promotion,Coupons,Holiday,Smoking,Promo,coupons,weather
1329,16,3,16,4,1,5,9,1,31,2,1,2,1,2,8,38
694,1,3,10,3,12,5,10,1,39,1,1,2,2,4,3,6
410,11,4,2,6,10,7,10,2,8,2,2,1,1,4,2,37
1527,1,1,13,3,7,2,12,2,4,2,2,1,2,4,2,18
1923,4,2,6,5,6,2,7,1,37,2,2,2,2,2,4,16
1323,9,3,7,6,5,2,7,1,14,2,1,2,2,6,5,37
1559,15,4,3,7,8,5,8,1,22,2,1,2,1,1,3,20
1626,2,5,20,7,5,1,9,1,21,2,1,2,1,3,8,12
2005,19,5,4,2,8,6,6,2,5,1,2,2,2,5,9,4
1480,19,2,20,3,2,2,6,1,28,2,2,2,2,6,7,24
1586,9,3,15,6,6,3,8,2,36,2,1,1,1,5,9,21
1018,1,4,14,8,1,4,11,1,35,2,1,1,2,1,3,28
1649,18,3,4,2,5,4,2,2,27,1,2,2,2,6,7,25
365,16,4,18,1,9,2,9,1,31,2,2,1,2,2,3,16
2196,15,3,20,7,12,1,9,1,31,1,1,1,1,2,9,19
1155,6,1,16,1,6,7,11,2,14,2,1,2,1,3,7,4
1177,19,2,9,7,3,1,2,2,30,1,2,2,2,3,7,34
863,6,1,10,3,1,5,10,2,12,1,1,1,1,3,9,1
1572,18,5,1,2,3,6,10,1,20,2,2,1,1,5,4,11
1801,15,3,14,1,2,4,2,2,37,2,1,2,1,1,3,17
1043,12,1,7,6,11,4,14,2,18,1,2,2,2,3,4,36
91,14,1,21,3,11,1,9,2,22,2,2,2,1,3,2,10
1053,20,2,14,7,7,1,14,1,36,1,2,2,2,4,5,34
724,1,2,16,5,5,2,5,2,1,1,1,2,1,6,8,35
1290,2,2,17,6,4,5,4,2,7,2,2,2,2,4,4,31
1008,14,4,17,9,7,7,6,2,7,1,1,1,2,6,7,39
1599,20,3,15,8,2,5,14,2,30,1,2,2,1,1,9,16
2192,15,1,9,9,10,5,14,1,19,2,1,2,1,5,8,37
56,4,2,8,7,11,1,12,2,11,2,2,2,1,2,4,3
1033,15,3,12,2,11,7,9,1,22,1,1,1,1,1,9,16
758,17,5,22,4,1,1,9,1,21,2,2,2,1,2,2,24
1898,20,2,18,9,3,1,6,1,8,1,2,2,2,4,2,20
1331,20,1,19,9,7,1,13,1,32,1,2,2,2,3,5,25
1768,10,4,5,1,12,5,7,1,5,1,2,1,2,4,5,15
1675,15,5,2,4,7,4,10,2,3,2,1,2,1,4,3,39
900,7,5,5,7,6,7,9,1,5,1,2,2,2,3,9,33
569,2,1,22,1,9,5,3,1,3,1,1,2,2,1,6,1
143,13,2,20,3,2,4,6,1,37,1,2,1,2,1,3,10
1811,10,5,18,4,10,6,9,1,13,1,2,2,2,2,7,27
1247,5,4,2,1,7,3,3,2,11,1,1,2,2,2,6,16
1501,4,3,15,7,4,7,7,2,13,1,2,1,1,6,3,31
1290,12,3,5,9,5,1,12,2,18,1,2,2,2,5,5,29
1476,8,5,3,3,5,2,7,2,9,1,1,1,2,5,3,16
1940,4,3,7,6,2,1,6,1,6,1,2,2,2,2,5,4
1193,1,3,14,5,11,3,11,2,34,2,1,1,1,6,9,12
2174,16,5,17,9,3,2,3,1,6,2,2,1,1,2,3,22
1074,6,5,18,8,11,6,4,2,39,1,2,1,2,3,4,3
404,5,3,3,7,9,7,13,1,14,2,2,1,1,3,4,21
1710,3,1,3,3,3,5,7,2,38,1,2,1,2,5,6,27
1397,13,5,16,1,3,7,2,2,35,2,1,1,1,3,7,39
1914,2,3,13,9,10,4,13,2,10,2,1,2,1,4,7,32
472,8,3,21,6,1,1,6,1,8,2,2,1,1,1,2,36
303,6,3,18,7,12,2,12,2,16,2,2,2,1,2,3,26
430,18,3,7,7,12,3,4,1,31,2,2,2,2,3,2,14
516,16,1,15,3,8,6,4,2,11,2,2,1,2,4,2,38
230,20,3,20,5,8,2,3,2,17,1,1,1,2,2,9,19
838,3,3,21,1,4,1,3,2,18,2,2,1,2,2,5,39
1388,3,1,6,2,3,4,4,1,13,2,2,2,1,5,6,2
440,20,4,11,2,1,7,3,2,6,1,2,2,1,3,8,30
341,8,4,22,8,7,1,11,2,14,1,2,2,1,5,5,10
2118,20,2,9,4,5,6,6,1,31,1,1,1,1,6,2,28
582,7,5,14,4,6,3,14,2,2,2,1,1,2,4,9,14
724,18,1,22,8,5,1,6,2,40,2,2,2,2,6,6,12
585,6,3,9,2,9,3,14,1,6,2,1,1,1,1,2,8
246,14,5,15,4,9,3,12,2,30,1,2,2,2,4,3,29
1835,10,1,19,9,8,1,14,2,39,1,1,1,2,5,5,33
1369,4,5,15,7,3,1,3,1,4,2,1,2,2,2,8,14
1898,9,1,21,3,11,7,6,2,11,1,2,1,2,5,3,7
508,11,4,14,7,1,1,8,1,5,2,1,1,1,2,9,16
1159,7,1,10,3,3,5,11,1,2,1,1,2,1,5,6,39
1379,8,2,7,7,4,7,10,2,21,1,1,1,1,6,8,38
479,9,2,12,7,2,5,13,1,16,1,1,1,2,3,3,10
854,11,1,6,4,6,4,3,2,12,2,2,2,2,6,4,14
1699,7,1,1,2,12,1,10,1,23,2,1,2,1,1,7,12
1626,11,2,21,2,6,6,2,2,32,1,1,1,1,2,6,7
2015,19,1,12,7,4,7,14,1,21,2,2,2,1,1,9,1
915,9,5,3,5,12,1,13,1,15,1,1,1,1,5,5,32
507,13,4,6,6,10,4,7,1,30,2,1,1,2,5,5,17
1072,10,5,3,8,12,1,10,2,2,1,1,2,2,1,9,36
1870,9,2,14,2,9,4,4,1,33,2,1,1,1,1,5,12
1211,2,2,3,1,12,6,4,1,31,2,1,2,2,6,4,13
462,7,1,3,3,12,2,7,2,28,1,2,1,1,6,9,9
1664,15,1,10,3,7,6,3,2,15,2,1,1,1,5,3,38
1642,20,3,14,5,10,3,11,2,9,2,2,1,1,1,6,28
826,20,4,3,3,12,6,8,1,13,2,1,1,1,6,8,6
2150,19,4,2,9,2,4,3,1,4,2,2,1,2,4,8,14
404,15,4,17,1,5,3,8,1,26,1,1,2,2,1,9,19
287,13,3,1,5,7,7,14,1,20,1,2,1,2,6,7,37
2139,9,3,12,4,6,4,2,1,2,1,2,2,1,1,4,16
363,16,2,13,6,12,6,12,2,17,2,2,2,1,6,5,29
202,17,2,9,2,5,3,8,1,12,1,2,1,1,4,9,18
108,2,3,2,1,6,3,7,2,35,1,2,1,1,6,4,14
1474,3,2,18,7,4,4,8,1,39,1,2,1,1,2,9,30
83,8,1,12,3,5,1,14,2,9,2,1,2,2,1,4,16
1301,11,4,13,7,11,7,13,2,33,1,1,1,1,4,7,14
960,8,4,22,2,11,4,12,2,39,2,1,2,1,4,3,33
1823,10,5,21,8,4,1,7,1,7,2,1,1,1,1,5,18
1656,18,2,15,6,8,2,8,1,32,2,1,2,1,4,6,26
1460,2,1,15,3,2,2,2,2,11,2,1,2,2,5,2,39
1081,4,5,19,3,9,2,7,2,37,1,1,2,2,6,3,37
2073,9,3,3,1,1,7,14,2,40,2,1,2,2,3,3,14
286,9,5,22,1,10,7,8,1,15,1,2,2,2,2,3,33
489,5,5,3,3,1,3,3,1,4,1,1,1,1,5,4,34
271,7,4,8,3,6,1,6,1,15,1,2,2,1,4,6,31
1735,7,2,21,1,5,4,8,1,19,2,1,1,2,1,7,32
197,10,2,9,6,4,7,3,2,29,1,1,1,2,2,2,5
2030,14,2,2,2,3,1,5,2,9,2,1,1,2,1,5,39
1069,10,3,11,1,8,1,3,1,10,2,1,2,2,2,4,17
1595,20,1,19,8,11,3,6,2,31,2,1,2,1,5,9,38
1936,1,2,4,8,6,7,12,2,17,2,1,1,2,3,4,37
381,15,2,1,4,5,7,6,1,40,1,1,2,2,4,4,21
1738,18,4,8,2,10,6,5,2,25,2,2,1,1,6,9,25
183,11,1,6,9,8,1,11,2,24,2,2,1,1,4,2,39
1154,4,5,13,9,6,7,4,2,5,1,2,1,1,3,2,12
525,9,3,16,2,12,2,2,1,31,2,2,2,1,4,2,39
1887,11,5,20,8,7,5,14,2,30,2,2,2,2,6,5,30
1621,12,1,12,8,5,2,6,2,32,2,2,2,2,5,9,36
1980,20,3,4,9,7,4,4,2,2,2,1,2,1,1,5,2
1653,15,5,12,9,5,6,6,2,32,1,1,2,2,1,2,14
93,2,2,3,4,9,4,2,2,28,2,2,2,2,1,3,35
649,12,2,11,5,3,7,3,2,2,1,1,2,2,1,6,21
497,3,4,3,6,12,1,12,2,7,2,2,1,1,5,5,8
1827,11,2,16,5,9,3,3,1,10,1,2,1,2,2,5,20
1613,1,2,15,2,3,4,4,2,7,1,1,1,1,1,7,11
1034,5,3,8,5,3,7,4,2,9,2,1,2,1,6,7,15
411,13,5,2,6,7,4,3,1,14,2,1,2,2,5,2,35
653,2,2,6,3,12,6,5,1,3,2,1,2,2,6,6,30
1692,5,2,7,1,4,6,6,1,40,1,1,2,2,2,6,20
793,15,3,21,9,8,7,8,2,29,1,1,1,1,6,2,35
833,13,3,1,5,1,4,11,2,39,2,1,2,1,1,6,7
1941,17,2,8,6,9,1,4,2,22,1,2,2,2,1,7,35
1812,5,4,12,3,3,1,2,1,6,2,2,1,1,1,3,5
1220,1,2,1,5,9,1,9,2,34,1,1,1,1,6,3,21
1651,9,4,20,6,10,6,8,1,31,1,2,2,2,1,2,34
1776,16,3,3,4,2,6,9,2,21,2,2,1,2,5,3,27
1752,10,2,16,8,1,2,13,1,5,1,2,2,1,3,9,32
260,6,2,6,3,2,7,4,2,27,1,2,1,1,1,7,16
2124,4,2,19,3,12,1,11,2,12,1,2,2,2,6,3,11
373,18,4,8,7,1,6,8,1,33,2,2,2,2,4,6,32
571,11,4,20,7,7,7,3,1,25,2,2,2,1,3,2,13
1684,11,1,7,4,11,2,3,2,31,1,1,2,1,2,6,21
747,4,1,17,7,5,7,14,2,11,1,1,1,1,6,8,33
365,11,5,22,7,10,6,13,1,28,2,2,2,2,5,3,5
654,7,5,2,1,2,1,12,2,38,1,1,2,2,3,3,27
496,12,4,10,8,4,2,5,1,27,1,1,1,1,1,6,10
1105,15,2,13,6,4,3,3,2,20,1,1,1,1,1,4,14
575,9,2,15,5,1,4,4,1,17,2,1,1,2,1,8,34
562,15,5,2,1,10,4,12,1,11,2,1,2,1,1,9,2
1759,9,2,10,4,6,5,4,1,5,1,2,1,1,3,6,5
2190,13,3,12,2,2,4,14,2,4,2,2,2,2,1,8,39
1908,13,5,6,1,8,2,12,2,17,1,2,1,2,5,5,25
1604,9,1,18,5,3,6,5,2,40,2,1,2,1,4,9,36
2176,14,1,9,8,10,3,9,1,36,1,1,1,2,5,6,35
1068,12,2,14,6,4,5,9,2,5,1,2,2,2,4,9,12
40,8,4,8,9,5,4,8,1,25,1,2,1,1,3,2,20
1431,7,3,21,3,11,2,8,1,36,2,2,1,1,5,4,29
113,15,2,16,4,4,5,6,2,19,1,2,2,1,4,4,5
1240,7,1,6,4,4,4,11,1,3,1,1,2,2,6,5,32
886,2,2,3,5,10,7,10,1,13,2,2,1,1,6,5,26
1803,8,1,15,7,4,3,5,1,17,1,1,1,2,6,3,19
82,3,5,17,5,4,2,2,1,33,1,1,1,1,4,6,27
1909,5,1,9,5,5,4,7,1,25,1,1,2,1,1,6,15
1838,4,3,14,5,3,3,9,2,34,2,2,1,1,3,6,23
1627,16,4,1,9,2,4,11,1,22,1,1,2,1,5,8,29
1975,2,3,22,5,8,2,6,1,22,1,2,1,1,5,8,5
2000,5,3,11,2,11,2,8,1,39,1,2,2,2,5,3,29
104,10,1,9,1,6,1,8,1,25,2,1,2,1,6,3,16
2141,1,5,14,1,11,7,3,2,38,2,1,1,2,1,9,24
979,15,2,19,8,7,4,12,1,12,2,2,2,2,1,2,17
956,5,5,2,7,1,6,12,1,3,2,2,2,2,3,2,28
339,7,3,3,6,11,5,2,2,34,2,1,2,1,3,9,12
324,18,2,17,5,1,1,2,1,37,1,2,1,2,5,6,11
1954,10,5,3,8,5,1,4,1,11,2,2,2,2,2,9,6
1950,18,3,4,2,3,7,7,2,32,2,1,1,2,2,8,39
811,1,2,18,3,4,6,4,1,13,1,1,1,1,6,7,15
2166,6,1,5,7,3,7,10,2,17,2,2,1,2,1,8,17
874,4,4,9,3,12,7,9,1,33,1,2,1,1,5,3,17
1703,15,2,21,3,6,1,14,1,24,1,1,1,2,1,5,10
1600,6,2,17,6,7,7,7,1,34,2,1,2,1,4,4,32
2104,12,1,9,7,3,6,6,1,21,2,2,1,2,2,9,5
2153,15,3,11,3,11,7,13,1,19,2,2,2,1,1,6,8
1202,14,4,16,9,2,7,10,1,31,1,1,1,1,2,4,34
1563,18,3,15,3,12,2,3,1,33,1,1,1,1,5,4,9
2190,9,3,11,6,3,3,8,1,14,1,1,1,1,2,5,23
169,19,5,7,1,2,7,9,2,21,1,2,2,2,3,8,13
1718,20,1,22,9,10,7,6,1,3,2,1,2,2,2,9,24
599,6,5,16,3,4,5,4,1,12,1,2,1,2,3,8,20
1580,17,3,11,6,6,1,9,1,25,1,2,2,2,5,5,31
794,5,3,19,4,3,4,12,2,19,2,1,1,1,1,3,39
323,10,5,11,3,7,4,6,2,32,2,1,2,2,4,2,16
1045,3,5,11,5,2,6,9,1,13,2,2,1,1,5,2,10
1331,4,2,18,5,9,3,2,2,21,1,2,2,2,6,6,26
1293,7,5,4,2,6,3,14,2,20,2,2,2,2,6,4,18
827,17,2,19,6,10,2,3,2,3,2,2,1,2,2,6,4
2050,8,4,5,6,6,1,6,2,24,1,1,1,1,2,3,34
1946,10,5,7,8,9,3,5,2,28,1,1,2,2,2,5,8
1818,7,3,18,7,3,4,5,1,21,1,2,2,2,6,5,32
780,7,2,4,4,6,2,3,2,38,2,2,1,1,4,5,17
1412,18,1,13,5,12,5,7,2,31,1,1,1,1,1,7,7
2048,11,4,17,4,11,5,4,2,8,1,2,2,2,2,8,39
1401,18,3,19,1,1,1,12,1,29,2,1,1,1,5,3,32
132,1,4,3,4,5,6,14,1,33,2,1,1,1,2,5,23
1454,3,5,5,2,8,3,2,2,29,1,1,2,2,6,4,12
169,2,5,16,3,12,4,8,2,15,2,1,2,1,3,2,21
1441,2,4,4,6,12,2,11,1,37,2,1,2,1,5,6,4
177,18,4,11,4,3,1,9,2,40,2,1,1,2,2,6,1
1157,1,3,17,7,11,5,14,1,14,2,2,2,2,3,7,13
1209,10,3,10,6,6,6,10,1,5,2,1,1,1,1,5,6
1912,17,5,4,7,2,3,9,2,6,1,2,2,1,4,2,28
1548,11,1,21,8,8,7,2,2,25,2,2,1,1,4,9,10
1082,8,4,3,1,8,2,9,2,40,2,2,2,1,2,5,38
521,12,3,3,2,6,1,4,1,26,2,2,2,2,5,3,4
933,13,2,11,8,11,6,2,1,10,1,2,2,2,4,9,31
1970,1,5,12,8,5,3,12,2,17,1,1,2,2,2,4,35
1656,7,4,20,1,2,2,5,2,13,1,1,2,2,6,3,17
786,17,1,22,9,10,5,5,1,8,1,2,1,2,2,3,36
153,7,3,14,6,7,3,9,2,8,1,1,2,1,5,5,6
1067,15,5,8,7,7,1,2,2,19,2,1,2,1,4,5,17
1661,12,4,17,4,4,2,9,2,25,2,2,2,2,3,9,11
1483,9,3,15,6,10,6,13,2,31,1,2,1,2,2,2,2
1935,12,4,3,5,12,1,13,2,32,1,2,2,2,3,9,33
1972,8,1,6,9,1,5,3,1,31,1,1,2,1,6,7,30
522,12,2,16,2,4,1,3,2,21,1,2,1,2,6,2,2
26,4,2,8,2,2,1,7,1,11,1,1,1,1,1,5,18
434,16,5,5,8,2,6,14,2,19,2,2,1,2,5,7,30
1241,3,5,9,5,6,4,13,1,40,1,1,1,1,2,3,11
782,5,4,2,4,5,7,12,2,12,2,2,2,2,1,9,20
2050,17,4,7,1,8,2,8,1,35,1,2,1,2,1,5,35
929,12,2,6,2,11,1,14,2,6,1,2,2,2,6,3,31
1845,2,3,22,8,4,2,10,1,10,1,2,2,1,4,3,23
607,9,1,11,5,6,2,13,2,19,2,1,2,1,4,3,17
1700,14,1,15,8,6,6,12,2,23,1,1,2,1,4,8,37
718,1,5,1,9,9,3,5,2,23,2,1,1,2,4,6,11
1438,16,3,15,2,4,4,8,2,22,1,1,1,2,4,8,36
1154,14,2,1,2,12,4,11,2,4,1,2,2,1,5,7,12
1343,7,5,13,8,8,3,12,2,40,1,1,2,1,1,4,17
413,4,3,9,1,12,5,13,1,40,1,2,2,1,5,2,34
994,10,4,11,3,4,7,12,2,9,1,2,2,1,6,5,8
655,6,2,15,3,10,4,5,1,28,1,1,2,2,1,7,23
1938,11,2,22,3,6,4,9,1,20,2,2,2,2,4,5,8
576,1,1,10,3,11,2,4,2,23,2,1,2,1,3,3,36
1574,16,1,12,4,12,6,8,2,27,1,1,2,2,4,7,1
1663,11,1,20,8,8,2,11,1,2,2,2,2,2,3,5,32
1418,7,3,19,3,7,6,3,2,34,2,1,1,1,1,4,18
2074,13,1,16,1,1,5,5,1,4,1,1,2,2,4,5,13
66,9,5,18,3,1,5,10,2,5,1,2,1,2,4,7,5
1327,14,2,5,7,8,1,2,1,27,1,2,2,2,3,7,31
1673,14,3,15,1,9,4,4,1,22,2,1,2,2,3,6,13
1097,14,5,2,4,5,4,5,1,35,1,1,2,1,6,5,1
865,16,1,19,9,3,2,5,2,10,2,1,2,1,3,3,22
209,8,2,11,9,9,1,10,2,31,2,1,1,2,2,9,16
2010,12,3,20,4,5,4,3,2,39,2,2,1,1,4,7,27
229,2,4,13,5,12,7,8,1,14,2,2,1,2,3,5,34
4,10,1,11,8,6,3,9,2,14,1,2,1,2,6,5,37
884,18,4,12,1,3,2,9,2,13,1,1,2,1,6,9,29
1700,5,2,16,7,9,6,9,2,14,1,1,1,1,6,7,37
431,17,1,14,9,8,1,13,2,26,2,1,2,2,6,9,38
59,5,3,16,9,6,1,6,2,23,1,1,2,1,3,5,15
1401,17,4,15,8,9,1,3,2,36,2,1,2,2,2,8,10
2198,11,3,7,5,3,3,5,2,27,2,2,1,2,4,6,28
2145,17,5,16,3,10,2,5,2,3,2,1,1,2,2,8,24
82,9,1,16,7,2,1,10,2,14,2,2,2,1,6,2,29
1926,13,3,15,9,5,7,9,2,9,2,1,2,1,1,6,21
1407,8,3,19,7,10,5,4,2,3,2,1,1,1,1,6,6
947,11,1,10,3,6,4,8,2,22,2,1,2,1,3,6,10
1209,4,1,11,3,1,4,5,2,24,2,1,2,1,2,2,15
2018,9,4,18,1,7,6,11,1,23,2,1,2,1,4,5,5
1530,10,4,14,7,12,7,14,2,31,2,1,1,1,4,5,33
1922,11,5,12,9,7,5,6,1,39,2,2,1,2,1,7,10
2129,3,5,4,3,1,3,12,2,39,2,1,1,1,3,4,36
1171,6,2,20,3,1,5,7,2,14,1,1,2,1,6,3,29
1170,1,2,2,4,12,3,2,2,21,1,1,1,1,3,6,10
495,5,5,15,4,5,7,3,1,3,2,1,2,1,2,9,16
1662,11,2,7,3,2,3,5,2,30,1,2,2,1,1,6,11
861,14,5,20,1,9,6,3,2,38,2,1,2,2,5,4,4
529,3,1,5,5,7,2,5,1,3,2,1,1,2,6,6,1
1736,20,1,6,8,6,1,4,2,21,2,1,2,2,2,8,38
1990,6,1,13,2,4,3,4,2,29,1,1,1,2,3,3,16
820,3,1,8,1,1,6,12,2,28,1,2,2,2,4,2,13
200,9,4,14,6,1,2,7,2,35,1,2,1,2,1,5,16
153,17,4,19,8,11,5,3,1,20,2,1,2,2,4,2,7
1478,2,1,5,6,6,6,4,2,30,1,2,2,2,2,6,4
802,8,4,5,8,3,5,9,1,24,1,1,2,1,4,8,2
374,1,2,7,7,6,1,7,1,3,1,1,1,2,4,7,8
2069,20,3,15,3,6,6,8,2,22,1,1,2,1,3,7,21
1846,11,5,4,9,8,6,2,2,28,2,1,2,2,6,7,8
717,19,2,22,9,7,3,6,2,19,1,1,1,2,6,7,31
1141,20,1,16,3,10,6,9,1,13,2,2,2,1,2,7,12
1120,4,3,7,1,4,6,13,1,36,1,2,2,1,4,5,36
1410,10,3,20,6,4,1,7,2,18,2,1,2,1,6,7,17
1387,3,3,6,6,3,4,12,1,36,2,2,1,2,4,8,14
467,5,1,9,2,9,6,10,2,27,1,2,2,2,6,3,11
899,2,2,3,4,4,3,10,1,3,1,2,2,2,3,4,7
1414,16,1,16,6,1,1,11,1,16,1,1,2,1,6,6,27
2066,3,1,7,9,6,2,10,2,10,2,2,2,2,2,2,32
1454,6,3,20,6,3,2,3,2,17,1,1,1,2,1,6,34
2065,10,2,10,8,3,1,11,2,12,2,1,2,2,1,7,5
200,2,4,4,9,7,3,13,2,35,1,1,1,1,4,5,5
605,13,3,1,4,2,3,12,2,26,2,1,2,2,6,9,17
1089,16,5,15,4,1,3,13,2,40,1,1,2,2,2,8,28
565,3,3,13,8,4,4,7,2,26,1,1,1,1,3,4,19
1291,3,1,3,3,3,3,7,2,30,2,2,1,1,1,4,29
1134,1,2,21,8,12,7,10,2,39,1,1,2,2,4,7,25
1464,13,4,17,3,8,6,9,2,24,1,1,1,2,6,2,21
1209,9,4,10,6,3,3,5,2,14,2,1,1,1,4,6,22
1496,13,2,6,6,3,4,8,1,24,1,2,1,1,5,6,21
1196,3,5,13,4,6,1,2,1,37,2,1,2,1,2,4,26
1228,11,4,6,9,3,5,6,1,36,1,1,1,1,5,3,29
285,3,2,19,7,8,5,5,1,16,2,1,2,2,6,7,23
2131,19,4,4,7,4,6,14,1,36,2,1,1,1,1,3,29
525,8,1,20,6,7,2,6,2,25,2,2,1,1,2,2,6
1450,10,3,17,4,5,1,2,1,25,1,1,2,2,2,8,20
1530,10,5,9,3,5,5,13,2,28,2,2,2,1,5,7,19
148,17,2,9,7,8,7,12,1,40,1,2,1,1,1,7,30
1712,13,2,15,7,9,5,2,1,36,1,2,1,2,1,5,21
1,16,4,18,4,10,1,12,1,16,2,1,1,2,1,5,37
1851,9,1,10,4,6,7,9,1,40,1,1,1,2,2,3,36
2142,5,1,4,1,12,6,7,1,20,1,1,1,1,5,4,15
1258,17,1,11,7,5,6,9,2,34,1,2,2,1,6,5,10
18,16,4,19,3,2,2,4,2,6,2,2,1,1,1,7,30
27,17,2,13,9,9,5,4,2,11,2,2,2,2,6,2,22
1833,2,5,11,3,10,2,12,1,24,2,1,2,1,6,3,27
520,6,5,8,4,3,5,14,2,2,1,1,2,1,1,2,39
2011,2,5,15,4,11,1,12,1,23,1,1,1,1,3,2,30
1287,3,3,15,3,5,3,2,2,7,1,1,2,2,1,3,18
1225,6,2,8,3,10,1,4,1,16,2,2,1,1,6,5,17
559,19,1,20,2,2,5,13,1,14,1,1,1,1,6,7,12
822,12,5,12,3,2,3,12,1,40,2,2,1,2,4,9,36
380,18,4,18,1,10,7,6,2,16,1,1,2,2,4,2,5
1280,3,4,2,4,12,4,4,2,36,2,1,2,2,1,6,32
39,3,2,13,2,7,7,13,2,6,2,2,2,1,1,5,16
678,17,4,14,2,4,2,8,2,40,2,2,1,1,1,6,27
1322,13,3,21,1,12,1,10,2,38,2,1,2,1,3,8,29
312,7,1,5,4,3,5,12,1,28,2,2,2,1,5,8,15
843,7,3,6,9,5,5,10,2,29,1,2,1,1,5,2,8
293,9,2,17,4,3,1,9,1,16,1,1,1,1,6,5,22
466,6,3,1,3,1,4,14,2,35,1,2,2,2,5,7,1
1955,11,1,6,1,9,3,10,1,9,1,2,2,1,4,9,18
1564,6,5,5,6,9,6,8,2,8,1,2,1,1,1,2,27
201,7,5,2,8,1,6,3,2,4,2,1,1,2,2,6,15
391,3,2,8,2,5,5,10,2,18,2,2,2,2,1,2,10
1210,7,4,1,3,6,1,3,2,25,1,1,2,2,1,9,16
2164,8,1,13,5,5,7,7,1,22,1,1,1,2,3,2,8
2189,4,5,16,7,11,2,9,1,19,1,1,1,2,5,4,10
1599,12,1,4,6,5,1,14,1,6,1,2,2,1,5,6,32
1082,1,4,19,8,8,3,9,1,19,2,2,2,2,6,7,25
769,2,2,9,5,1,7,2,2,1,2,2,2,2,2,8,12
1619,13,3,14,8,6,4,14,1,20,2,1,2,2,6,8,12
1109,1,2,7,4,7,4,10,1,29,2,2,1,2,1,3,21
1020,1,5,16,1,8,7,11,1,3,2,2,2,2,2,3,36
2094,2,1,5,1,2,2,11,2,31,2,2,2,1,6,9,3
1977,8,2,3,3,2,1,8,2,7,1,1,1,2,3,6,6
1261,3,5,1,5,3,2,7,1,19,2,1,1,2,2,5,1
1769,3,5,19,9,11,4,10,1,39,2,2,2,2,4,6,32
1335,11,5,8,2,7,4,3,2,29,2,2,2,2,6,6,34
1923,5,1,14,6,12,2,9,1,8,1,2,2,2,3,8,7
1462,3,3,20,2,4,7,4,1,14,2,1,2,1,3,8,14
1018,9,4,12,7,9,6,13,2,13,2,2,1,1,6,7,11
2042,16,1,8,6,6,7,2,2,20,1,2,1,2,6,8,20
260,19,2,8,7,11,2,8,1,37,1,1,2,2,5,9,29
2093,1,5,12,3,10,2,11,1,28,2,2,1,2,1,3,22
389,19,4,16,8,2,5,6,1,21,1,2,1,2,6,5,22
364,17,2,4,4,5,3,12,2,19,1,1,2,1,1,5,38
1092,20,2,17,6,6,3,12,2,28,1,2,1,1,6,9,2
1769,1,2,8,3,12,5,3,1,8,1,1,2,1,4,4,33
1946,5,4,18,9,12,7,9,2,29,2,2,2,1,3,2,4
1747,4,4,10,1,8,5,11,2,23,2,1,1,2,6,6,37
306,8,5,11,7,5,1,13,2,21,2,1,2,2,5,6,6
1168,6,1,18,4,10,2,14,1,5,1,1,2,1,5,6,17
1945,7,5,19,1,3,6,3,2,7,1,1,2,1,2,3,14
510,18,4,18,6,10,5,3,2,17,2,2,2,2,3,6,24
350,5,5,18,3,11,6,10,2,17,1,1,1,1,1,5,10
1291,2,1,8,8,9,5,13,2,7,1,2,2,2,4,3,19
1963,19,3,15,2,8,6,12,2,21,1,2,1,1,6,6,26
1095,17,3,2,5,2,1,4,2,22,2,2,1,1,3,6,34
711,12,5,2,9,1,4,8,1,26,1,1,1,1,3,9,24
1742,16,3,22,7,5,7,13,1,30,2,1,2,1,5,4,9
892,11,1,10,6,9,1,2,2,35,2,1,1,2,4,7,7
841,8,3,5,2,1,1,7,1,32,1,1,1,1,6,2,16
986,1,3,13,4,6,4,14,2,29,1,2,1,2,3,2,2
485,8,2,16,6,6,4,10,2,29,1,2,2,2,4,3,28
1855,5,3,17,3,2,2,13,1,22,2,2,1,1,2,2,34
2104,13,4,2,1,10,7,9,2,2,2,2,2,2,2,9,20
475,20,3,4,7,5,4,4,2,5,2,1,2,1,6,8,23
1882,4,3,15,1,7,6,5,1,18,1,2,2,1,3,9,37
1211,8,4,21,9,9,7,10,2,38,1,2,2,1,3,6,9
1651,15,3,5,8,1,6,9,1,21,1,1,1,2,1,4,31
1969,10,1,10,5,2,3,6,1,26,2,2,2,2,3,8,17
1,1,2,19,9,9,3,5,2,39,1,2,2,1,1,4,3
286,6,3,2,7,7,2,8,1,13,1,1,2,1,2,7,19
1587,18,3,22,3,2,2,7,1,32,1,1,1,2,1,2,7
165,1,5,2,9,5,5,5,2,9,2,1,1,2,1,3,7
621,20,3,9,6,4,1,7,1,14,1,1,1,1,4,2,19
2043,19,3,18,1,4,6,14,1,7,1,2,1,2,1,4,29
652,20,3,16,8,8,5,12,1,24,2,2,2,2,2,6,21
1216,20,4,14,2,8,4,7,2,3,2,2,2,2,6,6,28
1251,3,3,17,4,6,1,8,2,22,1,2,1,1,3,4,25
289,5,2,17,7,1,1,11,1,29,2,1,1,1,5,9,20
145,8,4,20,7,4,2,9,2,31,1,2,2,1,1,9,30
938,1,1,22,4,9,4,8,2,4,2,1,2,1,3,8,1
1794,5,3,17,1,3,2,13,1,17,1,1,1,1,2,2,25
567,16,2,13,8,2,4,10,2,20,1,1,1,1,6,4,9
