Major,Location,Residence,Scholarship,Sex,Status,Type,Enrollment Age,Marital Status,Enrollment Date,Sponsor,Credits Attempted,Credits Completed,Credits Dropped, Current GPA,Average GPA,Number of Sports,Intermural Participant,Number of Clubs,Expected Graduation Date,Class o f,Actual Graduation Date,Comments,Age,Is Underage Drinking OK,Has Drank O nCampus,Number of Drinks Per Week,Has been intoxicated,Has Purchased Alcohol
Computer and Information Sciences and Support Services,Minnesota,Off-Campus Other,None,Female,FT,Non-Athlete,21,M,1992,,61,46,10,2.9,3.7,4,2,1,1996,96,2000,first became acquainted with,24,No,Yes,3,No comment,Yes
English Language and Literature/letters,Louisiana,Commuter,All Scholarship Types,Male,PT,Athelete,23,S,2002,,5,2,0,2.4,3.8,3,2,4,2006,6,2010,,26,UnSure,Yes,3,No comment,Yes
Legal Professions and Studies,Palau,Off-Campus University Housing,Other,Male,PT,RA,21,M,1995,,43,4,39,4,0.75,2,1,2,1999,99,2002,careful attention to detail,22,Yes,No comment,3,Yes,no
Computer and Information Sciences and Support Services,Minnesota,On-Campus Dorm,Private,Female,FT,Athelete,17,M,1997,,146,23,90,3.1,3.6,1,2,4,2001,1,2002,careful attention to detail,21,Yes,Yes,3,No comment,No comment
Undeclared,Louisiana,Commuter,Private,Female,FT,Athelete,19,M,2002,,83,83,0,1.5,4,4,2,4,2006,6,2006,,23,Yes,No comment,1,Yes,Yes
Communication Journalism and Related Programs,West Virginia,Commuter,University,Female,FT,Athelete,18,M,1989,,44,7,9,0.75,3.1,1,2,3,1993,93,1993,will be a credit to your,21,No,Yes,1,No comment,Yes
Engineering Technologies and Engineering-Related Fields,Washington,Commuter,None,Male,PT,All,23,S,2005,,72,3,14,3.4,2.1,3,2,2,2009,9,2013,,23,UnSure,Yes,2,No comment,no
Area- Ethnic- Cultural- Gender- and Group Studies,North Carolina,Off-Campus University Housing,University,Male,FT,Athelete,17,M,1995,,71,69,0,2.6,3.8,4,2,2,1999,99,2002,self-motivated individual,17,Yes,,1,No comment,
Communications Technologies/technicians and Support Services,Dist. of Columbia,Off-Campus Other,Other,Male,FT,RA,19,M,1997,,8,0,0,1.8,3.4,0,2,4,2001,1,2004,,22,UnSure,No comment,1,Yes,Yes
Architecture and Related Services,Wyoming,Off-Campus Other,Other,Male,PT,All,23,M,1989,,17,16,1,3.6,2.3,3,1,2,1993,93,1995,,24,Yes,Yes,3,Yes,No comment
Agriculture- Agriculture Operations- and Related Sciences,Mississippi,On-Campus University Housing,All Scholarship Types,Female,FT,RA,22,S,1986,,67,40,9,3,3,4,1,3,1990,90,1992,her sensitivity and concern for others,23,No,No comment,1,Yes,no
History,Virginia,Commuter,University,Female,PT,RA,22,M,1996,,71,67,4,1.6,4,4,1,1,2000,0,2000,,25,Yes,No comment,3,no,No comment
Communications Technologies/technicians and Support Services,Connecticut,Off-Campus University Housing,University,Female,PT,All,23,M,1998,,30,25,0,2.2,2.2,0,1,3,2002,2,2004,,23,No,No comment,1,No comment,no
Business Management Marketing and Related Support Services,Connecticut,Off-Campus Other,Other,Female,PT,Athelete,17,S,1993,,81,35,45,2.3,,2,1,4,1997,97,1997,hope this information proves helpful,21,No,Yes,2,no,Yes
Homeland Security- Law Enforcement- Firefighting,North Carolina,On-Campus Dorm,Private,Female,FT,Athelete,17,M,1995,,85,62,18,2.1,3.8,2,2,0,1999,99,2002,keeps calm under pressure,19,Yes,,1,Yes,
Aviation,North Dakota,Off-Campus University Housing,Other,Male,PT,Athelete,22,M,2004,,74,1,31,1.7,3.7,0,2,3,2008,8,2012,works efficiently and effectively,25,Yes,no,3,Yes,No comment
Architecture and Related Services,Washington,Commuter,Other,Male,FT,RA,20,S,1996,,134,103,13,3.2,3.6,3,2,1,2000,0,2004,,24,UnSure,no,3,Yes,Yes
History,Dist. of Columbia,Off-Campus University Housing,University,Female,FT,RA,25,S,1999,,6,4,2,2.4,3,3,2,3,2003,3,2005,Builds on knowledge,28,Yes,Yes,2,Yes,no
Undeclared,Pennsylvania,On-Campus Dorm,Other,Male,FT,Athelete,21,S,1994,,38,6,2,1.3,3.9,2,1,2,1998,98,2000,would be pleased to provide a reference for,22,No,no,3,Yes,No comment
Homeland Security- Law Enforcement- Firefighting,North Carolina,On-Campus Dorm,Other,Male,PT,Non-Athlete,17,S,1987,,107,15,31,1.9,1.2,4,2,3,1991,91,1993,works independently and effectively,18,Yes,,2,Yes,
Engineering Technologies and Engineering-Related Fields,Rhode Island,On-Campus Dorm,All Scholarship Types,Female,PT,Athelete,24,S,2002,,86,84,1,2.4,,2,1,0,2006,6,2009,am honored to support him as a student,25,No,no,3,Yes,No comment
Computer and Information Sciences and Support Services,Connecticut,Off-Campus University Housing,All Scholarship Types,Female,PT,Athelete,18,S,1996,,4,1,2,1.4,3.5,4,2,1,2000,0,2000,,19,No,,3,no,
Health Professions and Related Programs,Tennessee,Commuter,All Scholarship Types,Female,PT,All,20,M,1995,,11,10,0,2.1,1.6,1,1,4,1999,99,2001,,21,No,Yes,1,no,Yes
Legal Professions and Studies,Wyoming,Off-Campus University Housing,University,Male,PT,RA,20,S,1986,,103,48,26,2.2,3.6,4,1,4,1990,90,1991,,20,No,,1,Yes,
Education,Delaware,Off-Campus University Housing,None,Female,PT,RA,20,M,2001,,119,15,21,1.5,3.6,1,1,1,2005,5,2008,keeps calm under pressure,23,UnSure,no,2,no,Yes
Homeland Security- Law Enforcement- Firefighting,Michigan,Commuter,None,Female,FT,All,22,S,1997,,49,42,6,2.9,2.8,2,2,2,2001,1,2005,,26,UnSure,No comment,2,Yes,Yes
Homeland Security- Law Enforcement- Firefighting,Virgin Islands,Off-Campus Other,University,Male,FT,Non-Athlete,23,S,2003,,40,7,25,3.3,3.8,1,1,2,2007,7,2007,,25,No,Yes,1,Yes,No comment
Business Management Marketing and Related Support Services,American,Off-Campus University Housing,All Scholarship Types,Male,PT,Non-Athlete,22,M,1996,,48,16,0,3,,2,1,4,2000,0,2004,first became acquainted with,26,No,Yes,1,Yes,Yes
Homeland Security- Law Enforcement- Firefighting,South Dakota,On-Campus Dorm,All Scholarship Types,Female,FT,RA,24,M,2003,,136,61,38,1.4,1.6,3,1,0,2007,7,2010,,26,UnSure,Yes,1,No comment,Yes
History,New York,Commuter,University,Female,FT,Athelete,20,S,1997,,55,54,1,3,3.9,2,2,3,2001,1,2003,in the past two years,22,No,Yes,1,no,No comment
Communication Journalism and Related Programs,Oregon,On-Campus University Housing,None,Female,FT,Non-Athlete,19,S,1986,,64,7,49,1.5,3.9,3,1,3,1990,90,1990,,21,Yes,Yes,2,No comment,no
Biological and Biomedical Sciences,Maryland,On-Campus Dorm,Private,Male,FT,All,17,S,1987,,13,7,4,3.8,2.2,2,2,3,1991,91,1992,if you have further questions,20,No,,1,Yes,
Human Services,Montana,Off-Campus Other,None,Female,FT,Athelete,19,M,2002,,30,20,9,,,4,1,3,2006,6,2006,,21,Yes,no,2,Yes,No comment
Architecture and Related Services,Kansas,On-Campus Dorm,University,Male,FT,RA,25,S,1992,,23,1,19,3.7,1.8,4,1,4,1996,96,2000,will meet your expectations,26,No,No comment,2,No comment,Yes
Education,Dist. of Columbia,Off-Campus University Housing,University,Female,PT,All,21,M,1995,,27,27,0,2.4,2,0,1,1,1999,99,2000,,22,UnSure,No comment,2,Yes,no
Education,Nevada,On-Campus Dorm,Other,Female,PT,All,19,S,1992,,47,46,1,2.1,1.5,0,1,1,1996,96,1996,,20,Yes,,3,No comment,
Health Professions and Related Programs,South Carolina,On-Campus Dorm,Other,Female,PT,Athelete,18,M,1986,,141,51,60,3.2,3.9,1,1,2,1990,90,1994,,18,No,,1,no,
Business Management Marketing and Related Support Services,North Carolina,Commuter,None,Male,FT,Non-Athlete,21,S,2004,,72,46,1,1.9,3.6,2,2,3,2008,8,2010,,23,No,Yes,3,No comment,Yes
Biological and Biomedical Sciences,Utah,Commuter,Other,Male,FT,RA,25,M,1993,,86,45,32,3.9,3.6,3,1,1,1997,97,1999,,27,UnSure,No comment,3,No comment,Yes
Communication Journalism and Related Programs,Wyoming,On-Campus University Housing,Private,Male,FT,Non-Athlete,19,S,1992,,3,3,0,3,2.8,4,1,2,1996,96,1998,first became acquainted with,23,Yes,no,3,Yes,no
Area- Ethnic- Cultural- Gender- and Group Studies,North Carolina,Off-Campus Other,Private,Female,FT,Non-Athlete,23,M,1990,,35,2,7,1.2,0.75,0,2,2,1994,94,1998,has a take-charge personality,27,UnSure,Yes,3,Yes,No comment
Liberal Arts and Sciences Studies and Humanities,Louisiana,Commuter,University,Female,PT,Athelete,23,M,1986,,51,2,0,1.8,4,2,2,0,1990,90,1994,am happy to recommend,24,No,Yes,1,no,No comment
Legal Professions and Studies,Colorado,On-Campus Dorm,Other,Female,FT,Athelete,20,M,1988,,34,4,8,3.2,,4,1,1,1992,92,1994,would be an asset to your program,21,UnSure,Yes,2,no,No comment
Computer and Information Sciences and Support Services,Vermont,Commuter,Other,Male,FT,Non-Athlete,23,S,1988,,59,41,2,2.7,3.2,3,1,4,1992,92,1994,,24,No,no,2,No comment,Yes
Construction Trades,North Carolina,Commuter,University,Female,FT,Non-Athlete,23,M,2004,,30,22,1,3,1.1,3,1,4,2008,8,2009,his qualifications and performance,27,No,no,3,no,no
History,New Jersey,Commuter,Private,Female,PT,All,21,M,1995,,139,43,77,3.2,2.3,2,1,2,1999,99,2002,willing to take on new responsibilities,22,Yes,No comment,3,no,Yes
Business Management Marketing and Related Support Services,Nevada,On-Campus Dorm,Private,Male,PT,All,19,M,1987,,121,22,89,3.8,2.6,3,2,0,1991,91,1991,,20,UnSure,,3,Yes,
Aviation,Rhode Island,Off-Campus University Housing,University,Male,FT,RA,23,S,1986,,23,4,3,1.1,2.5,1,2,0,1990,90,1992,,26,Yes,No comment,1,No comment,Yes
Engineering,Micronesia,Commuter,Other,Male,PT,RA,22,S,2004,,138,41,33,1.4,2,0,2,3,2008,8,2008,am honored to support him as a student,25,UnSure,Yes,1,Yes,Yes
History,South Dakota,Commuter,University,Female,FT,Non-Athlete,19,S,2000,,60,57,3,4,2.5,3,2,1,2004,4,2004,,21,UnSure,Yes,3,Yes,No comment
Family and Consumer Sciences/human Sciences,Tennessee,Off-Campus University Housing,All Scholarship Types,Female,PT,All,22,M,1996,,41,17,18,3.1,1,2,2,1,2000,0,2001,broad range of skills,25,No,Yes,3,no,Yes
Construction Trades,Hawaii,Off-Campus Other,Other,Male,PT,Athelete,17,M,1993,,141,6,95,3,3.9,3,1,0,1997,97,2000,,19,No,,1,Yes,
Education,Washington,On-Campus Dorm,None,Female,PT,RA,18,S,1990,,61,0,56,2.9,1.4,2,2,2,1994,94,1996,,19,UnSure,,1,No comment,
Mechanic and Repair Technologies/technicians,New Jersey,On-Campus University Housing,Other,Male,FT,RA,25,M,2003,,92,88,1,2.4,3.8,0,1,1,2007,7,2007,,28,No,Yes,2,Yes,no
Area- Ethnic- Cultural- Gender- and Group Studies,Iowa,Off-Campus Other,All Scholarship Types,Female,FT,RA,19,M,2001,,12,12,0,1,2.4,4,2,0,2005,5,2008,is intelligent and ambitious,22,UnSure,No comment,1,No comment,No comment
Mathematics and Statistics,Guam,Commuter,None,Female,FT,Athelete,23,S,1995,,131,129,0,4,3.8,3,2,3,1999,99,2002,,27,No,no,3,no,No comment
Family and Consumer Sciences/human Sciences,Pennsylvania,On-Campus University Housing,University,Male,PT,Athelete,20,M,1988,,145,53,12,3.8,3.6,0,2,3,1992,92,1996,,21,UnSure,No comment,2,Yes,no
Family and Consumer Sciences/human Sciences,Texas,Commuter,Private,Female,FT,Athelete,18,S,1999,,115,50,12,1.8,3.6,3,1,4,2003,3,2007,,18,UnSure,,2,Yes,
Military Technologies and Applied Sciences,Illinois,Commuter,All Scholarship Types,Male,PT,Non-Athlete,24,M,2003,,103,88,1,3.1,3.2,4,2,3,2007,7,2007,first came to my attention when,28,UnSure,no,1,No comment,No comment
Engineering Technologies and Engineering-Related Fields,Washington,Off-Campus University Housing,All Scholarship Types,Male,PT,RA,20,S,1987,,26,0,12,1.9,1.8,0,2,2,1991,91,1991,,20,No,,1,Yes,
Engineering,Virginia,On-Campus University Housing,University,Male,FT,All,17,M,2000,,141,29,43,4,2.3,4,1,2,2004,4,2007,works well with little supervision,18,No,,2,Yes,
Education,Alabama,Commuter,Private,Male,PT,Non-Athlete,21,M,1993,,124,100,22,3,1.1,4,2,0,1997,97,1998,,25,No,Yes,2,No comment,No comment
Military Technologies and Applied Sciences,Iowa,Off-Campus University Housing,University,Male,PT,All,17,M,1999,,103,64,4,3.4,2.1,2,1,3,2003,3,2005,,17,UnSure,,2,No comment,
Communication Journalism and Related Programs,Hawaii,Off-Campus Other,None,Male,PT,Non-Athlete,21,S,2002,,99,21,9,2.2,2.7,1,1,3,2006,6,2007,,21,Yes,No comment,2,No comment,Yes
Health Professions and Related Programs,Colorado,Off-Campus Other,Other,Female,FT,Non-Athlete,24,M,2004,,105,10,69,3.5,3.7,2,2,1,2008,8,2008,,28,No,Yes,2,No comment,No comment
Military Technologies and Applied Sciences,New Hampshire,Off-Campus University Housing,University,Female,FT,RA,19,S,2002,,46,35,5,2.4,2.3,1,1,0,2006,6,2006,,23,No,No comment,3,no,Yes
Engineering Technologies and Engineering-Related Fields,Utah,Off-Campus University Housing,University,Male,FT,Athelete,24,M,1997,,142,41,82,2.3,3.6,1,2,3,2001,1,2002,,24,UnSure,Yes,1,No comment,Yes
Undeclared,Arkansas,On-Campus University Housing,University,Male,FT,RA,19,M,2004,,35,31,2,2.3,1.9,1,2,4,2008,8,2009,,19,No,,1,Yes,
English Language and Literature/letters,New Hampshire,Commuter,University,Male,FT,All,24,S,1993,,138,15,93,3.3,3.7,4,1,3,1997,97,1998,,26,No,no,2,Yes,No comment
Architecture and Related Services,Mississippi,Commuter,Private,Female,FT,All,25,M,1992,,65,55,1,2,2.9,0,1,0,1996,96,1996,have no hesitation in recommending,25,UnSure,No comment,3,no,No comment
Engineering Technologies and Engineering-Related Fields,Mississippi,Off-Campus University Housing,All Scholarship Types,Male,FT,RA,19,M,1993,,135,126,6,0.75,2.1,4,2,3,1997,97,1999,willing to take on new responsibilities,20,No,,1,Yes,
Engineering Technologies and Engineering-Related Fields,Washington,Commuter,University,Male,FT,Non-Athlete,20,M,1988,,5,1,4,1.9,2.6,1,1,3,1992,92,1996,have admiration and respect for,22,Yes,Yes,2,Yes,Yes
Business Management Marketing and Related Support Services,New Mexico,Commuter,None,Male,PT,Non-Athlete,24,S,1992,,65,16,4,3.1,1.1,3,1,2,1996,96,1998,,25,Yes,No comment,1,Yes,no
Education,Indiana,Off-Campus Other,All Scholarship Types,Male,FT,All,22,S,2002,,144,14,105,2.6,1.1,2,1,1,2006,6,2007,,24,Yes,Yes,3,No comment,Yes
Area- Ethnic- Cultural- Gender- and Group Studies,Washington,Commuter,Private,Male,FT,Non-Athlete,18,M,1988,,88,42,26,0.75,3.3,0,1,2,1992,92,1993,is personable and easy to work with,20,Yes,,3,Yes,
Biological and Biomedical Sciences,Texas,Commuter,University,Male,FT,Non-Athlete,19,M,2003,,108,33,74,2.7,2.9,0,2,1,2007,7,2011,,19,UnSure,,2,No comment,
Military Technologies and Applied Sciences,Iowa,On-Campus Dorm,Other,Female,FT,RA,17,S,1987,,22,16,4,1.9,1,1,2,2,1991,91,1991,Builds on knowledge,18,Yes,,1,no,
Construction Trades,Oklahoma,Off-Campus University Housing,None,Female,FT,RA,25,S,1991,,138,94,3,2,1.1,0,1,3,1995,95,1998,works well with little supervision,28,No,No comment,1,Yes,No comment
Legal Professions and Studies,Kansas,On-Campus University Housing,None,Male,FT,All,18,S,1988,,99,79,16,,1.8,0,2,1,1992,92,1996,give my unqualified recommendation,21,UnSure,No comment,1,No comment,no
Homeland Security- Law Enforcement- Firefighting,Wyoming,Off-Campus Other,Private,Female,PT,All,22,M,1990,,136,30,36,2.8,1.2,2,2,1,1994,94,1998,her sensitivity and concern for others,26,UnSure,no,3,Yes,Yes
Biological and Biomedical Sciences,Mississippi,Commuter,Private,Female,PT,Non-Athlete,24,M,1986,,81,49,7,4,3.3,0,1,0,1990,90,1992,have no hesitation in recommending,25,No,no,3,No comment,no
Aviation,Kentucky,On-Campus University Housing,Private,Male,PT,Athelete,19,M,1986,,8,4,1,3.7,3.4,3,1,3,1990,90,1992,,21,Yes,Yes,1,No comment,No comment
Legal Professions and Studies,Maryland,On-Campus Dorm,Private,Female,FT,All,24,M,1994,,102,74,8,3.5,1.8,3,2,1,1998,98,1998,,25,No,no,2,Yes,No comment
Legal Professions and Studies,Pennsylvania,Commuter,All Scholarship Types,Male,FT,Non-Athlete,17,M,1986,,47,8,35,3.4,3.6,0,1,0,1990,90,1994,,21,UnSure,Yes,1,No comment,No comment
Family and Consumer Sciences/human Sciences,Maine,Off-Campus University Housing,None,Male,FT,All,18,S,2002,,33,28,2,2.4,2.7,3,2,0,2006,6,2010,,22,Yes,no,1,Yes,Yes
Biological and Biomedical Sciences,Wyoming,Commuter,University,Male,FT,Non-Athlete,23,S,1995,,94,1,84,3.2,1.7,2,2,2,1999,99,2003,,26,Yes,Yes,3,Yes,No comment
English Language and Literature/letters,West Virginia,Off-Campus Other,Private,Female,FT,RA,25,S,1989,,108,15,71,2.8,1.1,1,2,4,1993,93,1996,,29,Yes,No comment,2,Yes,Yes
Biological and Biomedical Sciences,Florida,Off-Campus University Housing,Other,Male,PT,RA,19,M,1993,,62,4,28,,3.9,0,1,3,1997,97,2000,,23,UnSure,Yes,1,Yes,no
Business Management Marketing and Related Support Services,North Dakota,Commuter,All Scholarship Types,Male,FT,RA,21,S,2003,,124,109,11,2,4,1,2,2,2007,7,2010,,25,Yes,no,3,Yes,No comment
Mathematics and Statistics,Wisconsin,On-Campus University Housing,All Scholarship Types,Female,FT,All,24,M,1992,,68,30,1,3.3,2.3,1,1,3,1996,96,1996,ADHD,25,UnSure,no,3,No comment,No comment
Biological and Biomedical Sciences,Iowa,Off-Campus University Housing,University,Female,FT,RA,25,S,1992,,20,11,9,1.1,2.9,4,2,2,1996,96,1998,,29,Yes,Yes,1,Yes,Yes
History,New Mexico,Commuter,None,Female,FT,Non-Athlete,19,M,1987,,60,19,28,,2.7,2,1,0,1991,91,1994,would be an asset to your program,21,Yes,no,3,no,no
Library Science,Guam,Off-Campus Other,University,Female,PT,Athelete,24,M,1999,,10,9,1,3.5,3.5,1,1,3,2003,3,2003,if you have further questions,26,Yes,No comment,3,No comment,Yes
Undeclared,Iowa,Off-Campus Other,Other,Female,PT,Athelete,20,M,1996,,118,90,2,3.3,3.8,4,2,4,2000,0,2001,communicates effectively in writing,22,Yes,no,3,Yes,Yes
Military Technologies and Applied Sciences,American,Off-Campus University Housing,Other,Male,FT,Athelete,20,M,1991,,149,49,93,2.6,3.6,0,1,3,1995,95,1998,,23,Yes,No comment,2,No comment,Yes
Liberal Arts and Sciences Studies and Humanities,Alaska,Off-Campus Other,University,Female,PT,All,22,M,1989,,66,25,23,1.8,3,2,1,0,1993,93,1993,have had the opportunity to,25,Yes,No comment,3,no,No comment
Education,Kansas,Off-Campus Other,Other,Female,PT,Non-Athlete,18,M,2000,,110,80,20,3.8,2.8,0,1,3,2004,4,2004,have admiration and respect for,19,No,,1,Yes,
Family and Consumer Sciences/human Sciences,Maryland,Commuter,Private,Male,PT,Non-Athlete,17,M,1995,,57,19,23,3.2,2.7,0,2,4,1999,99,2003,,20,Yes,,2,Yes,
Computer and Information Sciences and Support Services,Nevada,Commuter,All Scholarship Types,Male,FT,RA,19,S,2002,,63,4,17,3,1.2,3,1,2,2006,6,2008,would be pleased to provide a reference for,22,UnSure,no,3,Yes,no
Engineering,South Carolina,On-Campus University Housing,None,Male,FT,Athelete,22,M,1992,,142,86,10,2.4,4,0,2,4,1996,96,1999,is personable and easy to work with,22,No,Yes,3,No comment,Yes
Legal Professions and Studies,Maine,Off-Campus University Housing,University,Female,PT,Non-Athlete,18,S,1986,,58,37,9,1,3.7,3,1,0,1990,90,1992,a creative problem-solver,20,Yes,,3,No comment,
Military Technologies and Applied Sciences,Montana,On-Campus Dorm,Other,Female,FT,Athelete,19,S,1985,,68,11,43,3,3.4,2,1,3,1989,89,1989,,19,Yes,,3,Yes,
Legal Professions and Studies,California,Off-Campus Other,Other,Female,FT,Non-Athlete,25,S,2004,,21,0,15,1.7,2.8,4,2,3,2008,8,2009,,29,No,No comment,1,No comment,No comment
Biological and Biomedical Sciences,Alabama,On-Campus University Housing,None,Male,PT,Athelete,18,M,1987,,79,6,24,2.5,3.5,1,2,4,1991,91,1993,,20,UnSure,,3,No comment,
Multi/interdisciplinary Studies,Minnesota,On-Campus University Housing,University,Female,FT,RA,24,M,1994,,122,9,46,3.7,3.5,2,1,3,1998,98,2002,has worked directly under my supervision,27,Yes,No comment,2,no,no
Education,Pennsylvania,On-Campus University Housing,Other,Male,FT,All,23,M,1999,,93,89,2,3.4,2.2,3,2,2,2003,3,2003,was a student in two of my classes,27,Yes,no,1,No comment,no
History,Nevada,Off-Campus Other,Other,Male,FT,All,25,M,1999,,8,6,2,3.4,,1,1,4,2003,3,2007,,27,Yes,Yes,2,Yes,Yes
Health Professions and Related Programs,Kansas,Off-Campus Other,None,Male,PT,RA,25,M,1988,,31,6,14,1.2,3.8,3,1,1,1992,92,1993,punctual and hard working,28,Yes,no,1,Yes,No comment
Foreign Languages Literatures and Linguistics,Iowa,Off-Campus University Housing,Other,Female,PT,Non-Athlete,25,S,1999,,25,0,0,1.3,3.7,0,2,0,2003,3,2005,,27,Yes,no,2,Yes,no
All Majors,Arkansas,Commuter,All Scholarship Types,Male,FT,Non-Athlete,25,M,1994,,135,19,105,3.4,3.4,0,1,4,1998,98,2002,works well with oouthers,25,UnSure,No comment,1,Yes,no
History,Pennsylvania,On-Campus University Housing,Private,Male,FT,Non-Athlete,17,M,1990,,138,3,50,1.4,2,1,2,0,1994,94,1997,,21,Yes,Yes,3,Yes,Yes
Mathematics and Statistics,Nevada,Off-Campus Other,None,Female,FT,RA,22,M,1988,,33,28,2,2.8,3.6,4,2,1,1992,92,1992,,22,Yes,Yes,2,Yes,Yes
Area- Ethnic- Cultural- Gender- and Group Studies,Wyoming,On-Campus Dorm,None,Male,FT,Non-Athlete,25,M,2001,,26,6,8,2.8,3.8,0,2,1,2005,5,2006,,29,Yes,Yes,2,No comment,no
Family and Consumer Sciences/human Sciences,Connecticut,Off-Campus University Housing,None,Male,FT,Non-Athlete,17,M,2001,,55,12,9,2.6,1.1,3,1,2,2005,5,2007,should you have any questions,20,Yes,,1,No comment,
